"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"563974","57","F","true","true","usa","miami","MIA","25.793","-80.291","2023-01-31","107","6","1","134.00","","8","100","0","1","0","0.10","","0.00","0.13","0.13","0","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","804","","","",""
"563995","27","M","false","true","usa","sacramento","MHR","38.554","-121.297","2023-01-31","67","8","4","152.50","1313.53","8","62","0","1","1","0.25","0.10","0.25","0.25","0.50","2","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","2","4","2","4","2532.4","2627.05","5159.45","17","7495.27"
"564052","50","F","false","true","usa","wichita","ICT","37.65","-97.433","2023-01-31","99","6","4","217.67","349.15","8","93","0","1","0","0.10","","0.38","0.38","0.75","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","1658","1047.46","2705.46","27","4851.20"
"564100","39","F","true","false","usa","las vegas","LSV","36.236","-115.034","2023-01-31","164","16","8","160.40","586.30","8","151","0","3","0","0.13","","0.63","0.63","1.25","5","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","10","5","6","4719","2773.7495","7492.7495","31","13955.17"
"564101","18","F","false","false","usa","oklahoma city","OKC","35.393","-97.601","2023-01-31","241","","","","1534.85","8","861","1","3","3","0.13","0.08","0.25","0.13","0.38","2","17-25","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Luxury","","","","","","","","",""
"564112","37","F","false","false","usa","san diego","NZY","32.699","-117.215","2023-01-31","237","7","3","198.67","517.06","8","221","0","2","0","0.15","","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1424","1475.2235","2899.2235","21","9311.09"
"564182","40","M","false","false","usa","dallas","DAL","32.847","-96.852","2023-01-31","137","4","4","151.67","488.45","8","126","0","1","1","0.20","0.10","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","713.6","1301.280","2014.880","18","6167.08"
"564204","55","F","true","false","canada","toronto","YKZ","43.862","-79.37","2023-01-31","105","9","6","120.25","392.21","8","97","0","1","0","0.10","","0.63","0.50","1.13","5","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","4","7","2210","1961.04","4171.04","36","9935.03"
"564219","43","F","false","true","usa","baltimore","BWI","39.175","-76.668","2023-01-31","232","14","4","194.00","235.95","9","192","0","3","1","0.10","0.15","0.33","0.44","0.78","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","2258","707.84","2965.84","18","4066.72"
"564234","46","F","false","false","usa","grand rapids","GRR","42.881","-85.523","2023-01-31","122","3","1","104.00","232.99","9","100","0","1","1","0.05","0.15","0.22","0.11","0.33","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","1","2","312","447.505","759.505","11","2325.36"
"564252","42","F","false","false","canada","calgary","YYC","51.114","-114.02","2023-01-31","114","4","5","196.67","496.78","8","107","0","2","1","0.25","0.05","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","5","1485","1325.2165","2810.2165","19","5851.14"
"564258","18","F","false","false","usa","rochester","ROC","43.119","-77.672","2023-01-31","96","23","5","211.33","817.32","8","89","0","2","1","0.10","0.05","0.13","0.38","0.50","1","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","2","3","2","8342","817.32","9159.32","8","2066.82"
"564306","42","F","false","false","usa","shreveport","SHV","32.446","-93.826","2023-01-31","136","15","3","176.33","282.80","8","126","0","1","2","0.20","0.10","0.38","0.38","0.75","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","3","3","2221.25","750.19","2971.44","28","5079.63"
"564312","44","F","true","false","usa","new york","LGA","40.777","-73.872","2023-01-31","132","17","4","205.00","286.24","8","122","0","3","0","0.10","","0.38","0.50","0.88","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","2641","857.315","3498.315","15","4866.74"
"564364","55","F","false","true","usa","omaha","OFF","41.118","-95.913","2023-01-31","78","10","2","162.00","720.12","8","72","0","3","2","0.15","0.13","0.13","0.13","0.25","1","50+","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","2","3240","720.12","3960.12","9","2091.13"
"564369","54","F","true","true","usa","oakland","OAK","37.721","-122.221","2023-01-31","84","","","","","8","78","0","1","1","0.10","0.10","0.00","0.00","0.00","0","50+","Married With Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"564377","38","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-31","131","6","2","92.00","542.74","8","122","0","4","1","0.15","0.10","0.25","0.25","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","3","4","2","2","552","1016.848","1568.848","16","5884.94"
"564430","43","F","false","true","canada","hamilton","YHM","43.173","-79.935","2023-01-31","175","18","6","142.60","496.18","8","163","0","0","1","","0.10","0.63","0.63","1.25","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","9","5","9","2744.8","2480.91","5225.71","44","7908.21"
"564434","36","F","true","true","canada","hamilton","YHM","43.173","-79.935","2023-01-31","64","","","","","8","60","0","2","0","0.15","","0.00","0.00","0.00","0","36-50","Married With Children","Medium Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"564495","50","F","false","true","usa","fresno","FAT","36.776","-119.718","2023-01-31","368","13","6","158.80","266.38","8","1056","1","4","2","0.20","0.05","0.50","0.63","1.13","4","36-50","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","4","3","2","1548.70","573.717","2122.417","16","3256.81"
"564498","22","F","false","false","canada","edmonton","YEG","53.31","-113.58","2023-01-31","80","","","","","8","75","0","3","2","0.12","0.13","0.00","0.00","0.00","0","17-25","Single With No Children","High Activity","No Flights Booked","Frequent Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"564517","57","F","true","false","usa","fort worth","FTW","32.82","-97.362","2023-01-31","201","16","4","218.75","338.52","8","185","0","3","0","0.13","","0.50","0.50","1.00","4","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","4","2109","1249.547","3358.547","36","7827.30"
"564534","46","F","true","false","usa","new york","LGA","40.777","-73.872","2023-01-31","177","13","3","193.00","419.91","8","164","0","1","1","0.10","0.10","0.38","0.38","0.75","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","2729.2","1259.72","3988.92","18","7081.14"
"564588","18","F","false","true","usa","indianapolis","IND","39.717","-86.294","2023-01-31","110","8","2","133.50","","8","103","0","2","1","0.15","0.10","0.00","0.25","0.25","0","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","2","0","2","","948.0","","","",""
"564593","28","F","false","false","usa","las vegas","LAS","36.08","-115.152","2023-01-31","104","10","2","88.50","688.40","8","98","0","3","1","0.10","0.05","0.13","0.25","0.38","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","2","2","1","918","619.56","1537.56","3","3894.59"
"564596","33","F","false","true","usa","austin","AUS","30.194","-97.67","2023-01-31","124","14","7","206.00","652.91","8","116","0","0","0","","","0.50","0.50","1.00","4","26-35","Single With Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","7","2863","2611.64","5474.64","21","7678.25"
"564604","39","F","true","false","usa","reno","RNO","39.498","-119.768","2023-01-31","147","3","2","246.50","278.45","9","121","0","2","0","0.23","","0.33","0.22","0.56","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","3","818","797.919","1615.919","17","4622.58"
"564606","37","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-31","84","17","7","162.67","985.45","8","79","0","5","0","0.10","","0.25","0.38","0.63","2","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","5","5008","1970.90","6978.90","14","4396.27"
"564616","55","F","true","false","usa","houston","IAH","29.98","-95.34","2023-01-31","132","3","1","350.00","316.32","9","109","0","3","1","0.08","0.10","0.22","0.11","0.33","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Mid-Range","2","4","1","2","1050","632.64","1682.64","16","3738.70"
"564620","43","F","false","false","usa","fresno","FAT","36.776","-119.718","2023-01-31","278","14","5","119.50","323.35","8","708","1","5","4","0.18","0.10","0.63","0.50","1.13","5","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","2","4","2748","1116.424","3864.424","27","5745.67"
"564699","29","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-31","142","9","4","142.50","207.16","8","133","0","0","1","","0.10","0.50","0.50","1.00","4","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","4","1373","828.63","2201.63","31","4603.75"
"564713","40","F","true","true","usa","los angeles","LAX","33.942","-118.408","2023-01-31","161","6","2","196.50","588.10","8","151","0","1","0","0.05","","0.50","0.25","0.75","4","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","2","8","1085","2352.41","3437.41","389","10434.70"
"564736","50","M","false","false","usa","denver","DEN","39.858","-104.667","2023-01-31","168","20","7","145.40","548.65","8","155","0","1","1","0.10","0.15","0.63","0.63","1.25","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","7","4643.60","2743.23","7386.83","35","10495.80"
"564737","47","F","false","false","usa","charlotte","CLT","35.214","-80.943","2023-01-31","89","1","2","125.00","307.34","8","82","0","3","3","0.18","0.12","0.13","0.13","0.25","1","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","2","212.50","261.2390","473.7390","7","821.75"
"564792","45","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-31","90","11","2","155.00","433.82","8","85","0","3","2","0.12","0.10","0.13","0.25","0.38","1","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","2","2","1","1383.6","433.82","1817.42","6","2180.68"
"564822","24","F","false","false","usa","miami","OPF","25.907","-80.278","2023-01-31","85","","","","","8","79","0","0","2","","0.13","0.00","0.00","0.00","0","17-25","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"564842","21","M","false","true","usa","indianapolis","IND","39.717","-86.294","2023-01-31","82","2","2","240.00","196.16","8","76","0","0","1","","0.05","0.25","0.25","0.50","2","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","4","2","2","480","392.31","872.31","13","2150.69"
"564854","40","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-31","86","5","2","172.50","72.53","8","80","0","2","0","0.08","","0.13","0.25","0.38","0","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","1","2","1","988","72.53","1060.53","5","858.55"
"564962","53","F","true","false","usa","long beach","LGB","33.818","-118.151","2023-01-31","145","6","4","183.50","508.52","8","136","0","0","1","","0.05","0.50","0.50","1.00","4","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","4","1217","2034.09","3251.09","32","11910.19"
"565056","18","F","false","false","usa","houston","IAH","29.98","-95.34","2023-01-31","67","","","","","8","62","0","2","1","0.15","0.05","0.00","0.00","0.00","0","17-25","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565070","67","F","false","false","canada","quebec","YQB","46.788","-71.398","2023-01-31","152","4","2","141.00","590.80","9","126","0","3","2","0.10","0.08","0.22","0.22","0.44","2","50+","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","537.0","1181.59","1718.59","9","6501.41"
"565076","25","F","false","false","usa","stockton","SCK","37.894","-121.239","2023-01-31","102","","","","","8","95","0","1","1","0.10","0.30","0.00","0.00","0.00","0","17-25","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565109","30","F","false","false","usa","chicago","UGN","42.422","-87.868","2023-01-31","121","7","3","213.33","276.72","8","112","0","5","0","0.12","","0.50","0.38","0.88","3","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","7","3","4","1518","1010.5155","2528.5155","30","6696.34"
"565114","34","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2023-01-31","174","14","2","86.00","470.63","10","130","0","4","2","0.08","0.08","0.30","0.20","0.50","3","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","4","6","2","3","1147.55","1377.2285","2524.7785","20","8391.13"
"565131","39","F","true","false","canada","winnipeg","YAV","50.056","-97.032","2023-01-31","153","7","3","231.33","238.75","8","143","0","1","0","0.10","","0.38","0.38","0.75","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1619","692.872","2311.872","19","4146.49"
"565212","50","F","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-31","152","14","5","316.50","317.15","8","143","0","3","0","0.10","","0.50","0.50","1.00","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","4","8","4","5","2233","1217.4280","3450.4280","38","6158.60"
"565240","40","F","false","false","canada","vancouver","YVR","49.195","-123.182","2023-01-31","74","","","","","8","70","0","2","0","0.13","","0.00","0.00","0.00","0","36-50","Single With No Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565251","34","F","false","false","canada","calgary","YYC","51.114","-114.02","2023-01-31","127","7","3","157.33","548.51","9","105","0","2","4","0.10","0.11","0.33","0.33","0.67","3","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1005.80","1540.1040","2545.9040","22","8465.60"
"565265","27","M","false","false","canada","quebec","YQB","46.788","-71.398","2023-01-31","326","21","7","211.83","238.85","8","1090","1","1","2","","0.20","0.63","0.75","1.38","4","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","5","4","3","3824","1126.43","4950.43","26","6635.37"
"565275","58","F","true","true","usa","philadelphia","PNE","40.082","-75.011","2023-02-01","82","2","1","109.00","666.70","8","79","0","1","0","0.10","","0.13","0.13","0.25","1","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","2","2","1","1","218","600.03","818.03","5","3754.71"
"565280","21","F","false","false","usa","new york","JFK","40.64","-73.779","2023-02-01","125","2","1","116.00","1643.25","8","116","0","1","1","0.05","0.10","0.25","0.13","0.38","2","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","2","4","1","2","232","3286.50","3518.50","292","19270.15"
"565294","46","F","false","false","usa","el paso","ELP","31.807","-106.378","2023-02-01","181","23","5","166.80","270.30","8","167","0","1","0","0.10","","0.50","0.63","1.13","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","5","4","3830","1027.766","4857.766","24","6501.69"
"565301","39","F","false","true","usa","new orleans","MSY","29.993","-90.258","2023-02-01","150","11","6","260.80","500.84","8","138","0","1","1","0.15","0.05","0.63","0.63","1.25","5","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","6","3608","2448.7485","6056.7485","43","10642.74"
"565348","56","F","true","false","usa","colorado springs","COS","38.806","-104.7","2023-02-01","104","15","1","178.00","","8","97","0","0","0","","","0.00","0.13","0.13","0","50+","Married With No Children","High Activity","Low Cancellation","Non-Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","2670","","","",""
"565365","52","M","false","true","usa","memphis","MEM","35.042","-89.977","2023-02-01","137","8","1","241.00","234.44","8","128","0","3","1","0.15","0.05","0.13","0.13","0.25","1","50+","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","1928","234.44","2162.44","3","1376.31"
"565377","43","F","false","false","usa","orlando","ORL","28.545","-81.333","2023-02-01","104","22","5","179.25","398.60","8","97","0","1","0","0.05","","0.38","0.50","0.88","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","3","4339","1156.3515","5495.3515","23","6800.79"
"565387","22","F","false","false","usa","new york","JFK","40.64","-73.779","2023-02-01","80","1","1","176.00","2301.36","8","75","0","0","1","","0.20","0.25","0.13","0.38","2","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","2","4","1","3","176","4602.71","4778.71","263","12122.71"
"565419","47","F","false","false","usa","new york","JFK","40.64","-73.779","2023-02-01","125","1","1","379.00","136.53","8","117","0","4","1","0.10","0.05","0.38","0.13","0.50","3","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Luxury","Budget","3","6","1","3","360.05","373.2415","733.2915","29","2264.10"
"565459","29","F","false","false","usa","new york","LGA","40.777","-73.872","2023-02-01","152","5","3","98.00","609.87","8","142","0","3","2","0.10","0.15","0.38","0.38","0.75","3","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","3","6","3","3","440.6","1725.7010","2166.3010","23","10058.40"
"565460","39","F","false","true","usa","chicago","ORD","41.979","-87.904","2023-02-01","152","16","3","291.33","270.94","8","141","0","3","2","0.22","0.08","0.25","0.38","0.63","2","36-50","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","2829","541.88","3370.88","15","3001.36"
"565464","47","F","true","false","usa","san francisco","SFO","37.619","-122.375","2023-02-01","106","4","2","112.00","365.17","8","99","0","2","1","0.13","0.10","0.25","0.25","0.50","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","462","730.33","1192.33","15","4196.73"
"565467","27","F","false","false","usa","las vegas","LAS","36.08","-115.152","2023-02-01","101","15","3","156.00","249.02","8","94","0","2","2","0.13","0.08","0.25","0.38","0.63","2","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","2306","498.04","2804.04","17","2853.51"
"565487","18","F","false","false","canada","halifax","YHZ","44.881","-63.509","2023-02-01","60","","","","","8","57","0","0","2","","0.05","0.00","0.00","0.00","0","17-25","Single With No Children","Medium Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565508","46","F","false","true","usa","dallas","DAL","32.847","-96.852","2023-02-01","106","","","","","8","99","0","2","0","0.10","","0.00","0.00","0.00","0","36-50","Single With Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565510","66","F","true","false","usa","houston","EFD","29.607","-95.159","2023-02-01","133","12","3","146.00","337.52","9","108","0","3","1","0.10","0.05","0.33","0.33","0.67","3","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1127.90","957.5505","2085.4505","18","5963.44"
"565511","18","F","false","false","usa","st. louis","STL","38.748","-90.36","2023-02-01","309","","","","219.47","8","1001","1","3","1","0.10","","0.25","0.13","0.38","2","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Mid-Range","","","","","","","","",""
"565514","48","F","false","false","canada","hamilton","YHM","43.173","-79.935","2023-02-01","173","5","4","59.67","324.35","9","144","0","2","2","0.08","0.08","0.44","0.33","0.78","4","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","4","8","3","7","559","1297.40","1856.40","25","4659.17"
"565565","60","F","true","true","usa","chicago","MDW","41.786","-87.752","2023-02-01","461","18","4","123.50","247.28","8","1143","1","4","1","0.17","","0.38","0.50","0.88","2","50+","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","4","2","2","1088","457.9290","1545.9290","19","2495.72"
"565573","39","F","false","false","usa","fort worth","FTW","32.82","-97.362","2023-02-01","216","16","6","210.83","333.36","9","178","0","0","1","","0.10","0.67","0.67","1.33","6","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","12","6","6","3645","2000.17","5645.17","46","11194.78"
"565582","27","F","true","true","usa","anchorage","ANC","61.174","-149.996","2023-02-01","94","12","2","101.00","769.79","8","86","0","2","0","0.13","","0.25","0.25","0.50","2","26-35","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","2","1052","1475.999","2527.999","14","8125.17"
"565601","50","M","true","true","usa","austin","AUS","30.194","-97.67","2023-02-01","78","","","","","8","73","0","4","1","0.11","0.15","0.00","0.00","0.00","0","36-50","Married With Children","High Activity","No Flights Booked","Frequent Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"565718","51","F","false","false","usa","san antonio","RND","29.529","-98.279","2023-02-01","194","11","5","115.25","262.21","8","180","0","0","1","","0.20","0.38","0.50","0.88","2","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","5","4","3","1646","786.64","2432.64","29","5057.85"
"565755","33","M","false","false","usa","newark","EWR","40.692","-74.169","2023-02-01","94","1","1","456.00","228.13","8","87","0","3","0","0.12","","0.13","0.13","0.25","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Luxury","Mid-Range","1","2","1","1","456","205.317","661.317","8","1299.09"
"565764","32","F","false","true","canada","montreal","YUL","45.468","-73.741","2023-02-01","74","5","1","240.00","91.96","8","70","0","1","2","0.15","0.08","0.13","0.13","0.25","1","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Budget","1","2","1","1","1200","91.96","1291.96","6","473.90"
"565768","32","F","false","false","canada","calgary","YYC","51.114","-114.02","2023-02-01","134","7","5","217.25","652.34","8","124","0","1","0","0.05","","0.50","0.50","1.00","4","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","4","5","1957","2559.7235","4516.7235","36","10492.26"
"565791","51","F","false","false","usa","dallas","DAL","32.847","-96.852","2023-02-01","98","18","3","176.67","284.03","8","91","0","2","2","0.28","0.13","0.38","0.38","0.75","3","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","4196","777.933","4973.933","17","4923.06"
